event_id,timestamp,source_type,src_ip,dst_ip,protocol,url,url_length,url_has_ip,url_has_at_symbol,url_has_redirect,url_class,url_risk_score,file_type,file_size_kb,file_entropy,file_class,malware_risk_score,process_count,failed_logins,packets,bytes_in,bytes_out,network_activity,network_anomaly_score,unusual_login,large_outbound_transfer,attack_detected,possible_data_exfiltration,abnormal_activity,severity,incident_type,threat_tactic,human_approval_required,recommended_action
EVT-005137,2026-02-23 12:00:00,email,10.0.189.108,172.16.236.120,UDP,https://example-safe.test/download,55,0,0,1,phishing,0.862,zip,27584,6.531,benign,0.045,78,0,3650,58182,85315,port_scan,0.696,0,1,1,0,0,medium,network_attack,Initial Access,1,Increase monitoring
EVT-005138,2026-02-23 12:15:00,server,10.0.185.77,172.16.254.36,TCP,https://example-safe.test/verify,65,0,0,0,benign,0.095,none,3612,5.6,benign,0.058,117,1,494,77338,88951,data_exfiltration,0.991,0,1,1,1,1,critical,possible_data_exfiltration,Exfiltration,1,Isolate endpoint and investigate transfer
EVT-005139,2026-02-23 12:30:00,server,10.0.61.122,172.16.34.180,DNS,https://example-safe.test/login,60,0,0,1,phishing,0.9,pdf,5882,6.689,benign,0.027,34,1,1909,8621,49149,normal,0.091,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-005140,2026-02-23 12:45:00,server,10.0.92.67,172.16.134.166,TCP,https://example-safe.test/update,45,0,0,1,suspicious,0.539,dll,26242,2.654,malicious,0.945,49,2,218,58961,4749,web_attack,0.846,0,0,1,0,1,high,network_attack,Execution,1,Block suspicious indicator for analyst review
EVT-005141,2026-02-23 13:00:00,browser,10.0.222.203,172.16.86.33,DNS,https://example-safe.test/login,58,0,0,0,phishing,0.846,pdf,3378,4.126,malicious,0.944,56,0,2027,60354,39304,normal,0.029,0,0,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-005142,2026-02-23 13:15:00,browser,10.0.130.242,172.16.203.55,UDP,https://example-safe.test/verify,125,0,0,0,benign,0.036,none,7228,4.203,malicious,0.943,19,1,3165,62044,59505,dos,0.916,0,0,1,0,1,high,network_attack,Execution,1,Block suspicious indicator for analyst review
EVT-005143,2026-02-23 13:30:00,server,10.0.114.185,172.16.23.125,HTTPS,https://example-safe.test/account,121,0,0,1,phishing,0.872,js,42091,2.671,malicious,0.977,110,1,1331,73899,49230,dos,0.834,0,0,1,0,1,high,network_attack,Initial Access,1,Block suspicious indicator for analyst review
EVT-005144,2026-02-23 13:45:00,server,10.0.248.121,172.16.245.253,DNS,https://example-safe.test/verify,73,0,0,0,malicious,0.952,doc,6147,7.375,benign,0.02,97,3,2968,61259,28957,web_attack,0.823,0,0,1,0,1,high,network_attack,Initial Access,1,Block suspicious indicator for analyst review
EVT-005145,2026-02-23 14:00:00,endpoint,10.0.201.161,172.16.44.100,UDP,https://example-safe.test/account,98,0,0,0,benign,0.033,none,2060,3.597,suspicious,0.564,80,1,4974,74786,72847,normal,0.036,0,0,1,0,0,medium,malware_activity,Discovery,1,Increase monitoring
EVT-005146,2026-02-23 14:15:00,network,10.0.250.218,172.16.28.64,HTTPS,https://example-safe.test/verify,93,0,0,0,suspicious,0.551,dll,4168,6.668,malicious,0.972,22,3,2270,8671,72341,normal,0.028,0,0,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-005147,2026-02-23 14:30:00,endpoint,10.0.63.144,172.16.48.59,UDP,https://example-safe.test/home,108,0,0,0,phishing,0.878,none,6575,4.918,malicious,0.971,79,4,1600,36942,95974,normal,0.06,0,1,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-005148,2026-02-23 14:45:00,server,10.0.217.129,172.16.211.59,HTTPS,https://example-safe.test/account,82,0,0,0,suspicious,0.53,js,27802,7.327,malicious,1.0,10,2,2079,29356,39534,data_exfiltration,0.974,0,0,1,1,1,critical,possible_data_exfiltration,Execution,1,Isolate endpoint and investigate transfer
EVT-005149,2026-02-23 15:00:00,browser,10.0.85.64,172.16.43.171,HTTP,https://example-safe.test/account,121,0,0,0,phishing,0.906,zip,2435,6.378,malicious,1.0,6,0,3418,7434,58581,normal,0.0,0,0,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-005150,2026-02-23 15:15:00,browser,10.0.212.120,172.16.205.141,HTTPS,https://example-safe.test/update,77,0,0,0,benign,0.078,zip,29404,6.546,benign,0.078,64,4,2204,8534,52626,normal,0.001,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-005151,2026-02-23 15:30:00,server,10.0.69.124,172.16.72.43,DNS,https://example-safe.test/login,114,1,0,0,benign,0.05,exe,43263,4.922,malicious,0.977,1,0,3657,66188,87761,brute_force,0.813,0,1,1,1,1,critical,possible_data_exfiltration,Execution,1,Isolate endpoint and investigate transfer
EVT-005152,2026-02-23 15:45:00,network,10.0.121.145,172.16.240.13,HTTPS,https://example-safe.test/account,30,0,0,0,benign,0.074,dll,7240,4.336,malicious,0.959,14,2,2224,48136,92171,brute_force,0.796,0,1,1,1,1,critical,possible_data_exfiltration,Execution,1,Isolate endpoint and investigate transfer
EVT-005153,2026-02-23 16:00:00,email,10.0.40.102,172.16.248.163,TCP,https://example-safe.test/download,86,0,0,0,suspicious,0.566,zip,37462,4.811,malicious,0.941,38,3,3619,22915,95638,web_attack,0.857,0,1,1,1,1,critical,possible_data_exfiltration,Execution,1,Isolate endpoint and investigate transfer
EVT-005154,2026-02-23 16:15:00,email,10.0.129.13,172.16.219.139,HTTPS,https://example-safe.test/login,69,0,0,1,malicious,0.945,exe,22546,4.937,benign,0.096,4,4,2752,31262,44242,data_exfiltration,0.965,0,0,1,1,1,critical,possible_data_exfiltration,Initial Access,1,Isolate endpoint and investigate transfer
EVT-005155,2026-02-23 16:30:00,endpoint,10.0.18.68,172.16.149.200,UDP,https://example-safe.test/login,118,0,0,1,phishing,0.891,js,23207,2.353,suspicious,0.61,71,2,4721,953,29792,brute_force,0.828,0,0,1,0,1,high,network_attack,Initial Access,1,Block suspicious indicator for analyst review
EVT-005156,2026-02-23 16:45:00,network,10.0.111.14,172.16.106.154,DNS,https://example-safe.test/update,121,0,1,1,benign,0.028,dll,47053,2.638,suspicious,0.636,75,2,384,76359,71060,infiltration,0.884,0,0,1,1,1,critical,possible_data_exfiltration,Exfiltration,1,Isolate endpoint and investigate transfer
EVT-005157,2026-02-23 17:00:00,email,10.0.240.133,172.16.94.214,HTTP,https://example-safe.test/home,60,0,0,0,benign,0.027,none,46113,3.737,benign,0.039,1,2,1712,20445,71752,ddos,0.94,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-005158,2026-02-23 17:15:00,network,10.0.62.161,172.16.50.49,HTTP,https://example-safe.test/login,109,0,0,1,malicious,0.975,doc,18136,4.481,suspicious,0.613,63,2,824,70247,94132,normal,0.045,0,1,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-005159,2026-02-23 17:30:00,browser,10.0.26.247,172.16.103.242,UDP,https://example-safe.test/login,105,0,0,0,phishing,0.893,exe,42176,2.404,benign,0.045,39,1,756,91172,35721,infiltration,0.959,0,0,1,1,1,critical,possible_data_exfiltration,Initial Access,1,Isolate endpoint and investigate transfer
EVT-005160,2026-02-23 17:45:00,browser,10.0.189.196,172.16.202.90,HTTP,https://example-safe.test/download,101,0,0,1,benign,0.061,zip,20434,4.881,benign,0.023,36,3,1606,39841,15135,dos,0.951,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-005161,2026-02-23 18:00:00,network,10.0.30.190,172.16.244.91,DNS,https://example-safe.test/login,57,0,0,0,phishing,0.884,none,47517,5.485,benign,0.054,101,3,3670,51978,35441,normal,0.025,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-005162,2026-02-23 18:15:00,server,10.0.62.81,172.16.86.13,UDP,https://example-safe.test/account,59,0,0,0,benign,0.007,exe,28219,7.765,suspicious,0.656,42,3,3037,46185,29533,ddos,1.0,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-005163,2026-02-23 18:30:00,email,10.0.220.70,172.16.167.183,DNS,https://example-safe.test/update,54,0,1,0,benign,0.013,dll,16232,2.627,benign,0.027,82,2,689,33225,17920,normal,0.008,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-005164,2026-02-23 18:45:00,email,10.0.185.249,172.16.7.244,HTTP,https://example-safe.test/update,101,0,0,0,phishing,0.889,dll,4265,6.858,benign,0.035,69,1,4459,71856,63245,normal,0.0,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-005165,2026-02-23 19:00:00,browser,10.0.91.36,172.16.171.42,HTTP,https://example-safe.test/home,40,0,0,0,benign,0.068,doc,8336,6.389,benign,0.0,40,0,152,88318,85450,ddos,0.969,0,1,1,1,1,critical,possible_data_exfiltration,Exfiltration,1,Isolate endpoint and investigate transfer
EVT-005166,2026-02-23 19:15:00,endpoint,10.0.7.250,172.16.186.140,TCP,https://example-safe.test/update,84,0,0,0,suspicious,0.532,pdf,39725,6.474,benign,0.055,40,3,4666,70528,61924,web_attack,0.812,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-005167,2026-02-23 19:30:00,email,10.0.65.202,172.16.13.12,UDP,https://example-safe.test/update,86,1,0,0,benign,0.092,none,5390,7.072,benign,0.055,55,1,553,12700,83268,ddos,0.976,0,1,1,1,1,critical,possible_data_exfiltration,Exfiltration,1,Isolate endpoint and investigate transfer
EVT-005168,2026-02-23 19:45:00,browser,10.0.77.41,172.16.204.38,HTTPS,https://example-safe.test/download,96,0,0,1,benign,0.034,zip,10633,7.793,benign,0.054,72,3,3774,31291,11282,normal,0.004,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-005169,2026-02-23 20:00:00,browser,10.0.32.142,172.16.3.200,UDP,https://example-safe.test/update,127,0,0,0,benign,0.08,zip,44875,5.844,suspicious,0.593,78,4,41,26995,3086,data_exfiltration,0.998,0,0,1,1,1,critical,possible_data_exfiltration,Exfiltration,1,Isolate endpoint and investigate transfer
EVT-005170,2026-02-23 20:15:00,network,10.0.161.30,172.16.241.62,DNS,https://example-safe.test/verify,86,0,0,1,malicious,0.919,js,49810,7.306,malicious,0.95,54,1,3495,28159,6502,normal,0.043,0,0,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-005171,2026-02-23 20:30:00,network,10.0.201.6,172.16.159.205,HTTP,https://example-safe.test/verify,115,1,1,0,benign,0.029,js,33059,2.753,benign,0.045,43,3,1297,73216,82086,normal,0.03,0,1,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-005172,2026-02-23 20:45:00,network,10.0.10.203,172.16.200.37,TCP,https://example-safe.test/verify,120,0,0,0,phishing,0.889,pdf,29146,3.428,benign,0.053,66,4,405,86652,34760,normal,0.034,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-005173,2026-02-23 21:00:00,endpoint,10.0.103.20,172.16.24.92,UDP,https://example-safe.test/download,75,0,0,1,benign,0.042,dll,10217,4.265,malicious,0.96,37,2,3463,53907,7279,normal,0.032,0,0,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-005174,2026-02-23 21:15:00,email,10.0.89.124,172.16.68.64,DNS,https://example-safe.test/verify,120,0,0,1,benign,0.071,exe,22525,2.464,benign,0.028,58,1,2438,8778,74722,normal,0.11,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-005175,2026-02-23 21:30:00,endpoint,10.0.118.12,172.16.144.18,TCP,https://example-safe.test/account,63,0,0,0,benign,0.057,zip,14631,3.323,malicious,0.92,2,3,2937,75667,50321,dos,0.937,0,0,1,0,1,high,network_attack,Execution,1,Block suspicious indicator for analyst review
EVT-005176,2026-02-23 21:45:00,endpoint,10.0.22.76,172.16.68.235,TCP,https://example-safe.test/verify,104,0,0,0,malicious,0.996,pdf,37134,7.879,malicious,0.984,64,0,4303,53179,15120,infiltration,0.908,0,0,1,1,1,critical,possible_data_exfiltration,Initial Access,1,Isolate endpoint and investigate transfer
EVT-005177,2026-02-23 22:00:00,network,10.0.14.106,172.16.168.58,TCP,https://example-safe.test/verify,64,0,0,0,suspicious,0.538,zip,39092,6.448,benign,0.043,19,3,1101,45277,90784,data_exfiltration,0.972,0,1,1,1,1,critical,possible_data_exfiltration,Exfiltration,1,Isolate endpoint and investigate transfer
EVT-005178,2026-02-23 22:15:00,browser,10.0.176.182,172.16.225.123,HTTP,https://example-safe.test/home,34,0,0,0,benign,0.023,js,32413,6.315,benign,0.005,87,1,2641,36857,609,botnet,0.864,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-005179,2026-02-23 22:30:00,server,10.0.36.189,172.16.45.53,DNS,https://example-safe.test/verify,26,0,0,0,phishing,0.874,zip,34555,5.209,suspicious,0.616,57,1,1271,93049,12575,port_scan,0.719,0,0,1,0,1,medium,network_attack,Initial Access,1,Increase monitoring
EVT-005180,2026-02-23 22:45:00,browser,10.0.55.14,172.16.27.118,TCP,https://example-safe.test/verify,85,0,0,1,suspicious,0.54,zip,6521,3.355,benign,0.057,82,2,3974,94177,77172,ddos,0.958,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-005181,2026-02-23 23:00:00,browser,10.0.2.2,172.16.36.196,HTTP,https://example-safe.test/login,111,0,0,0,benign,0.033,doc,21649,2.733,benign,0.028,42,3,2125,61923,73521,web_attack,0.863,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-005182,2026-02-23 23:15:00,browser,10.0.61.107,172.16.100.141,HTTP,https://example-safe.test/account,129,0,0,0,malicious,0.938,exe,7401,5.144,benign,0.014,108,0,3782,64871,78604,port_scan,0.663,0,0,1,0,0,medium,network_attack,Initial Access,1,Increase monitoring
EVT-005183,2026-02-23 23:30:00,browser,10.0.107.134,172.16.179.176,HTTP,https://example-safe.test/download,95,0,0,0,benign,0.014,none,12295,5.955,malicious,0.986,29,1,4347,55921,86144,botnet,0.887,0,1,1,1,1,critical,possible_data_exfiltration,Execution,1,Isolate endpoint and investigate transfer
EVT-005184,2026-02-23 23:45:00,endpoint,10.0.153.195,172.16.188.206,UDP,https://example-safe.test/home,47,0,0,0,suspicious,0.582,dll,15557,5.377,suspicious,0.588,23,4,799,44580,42824,port_scan,0.757,0,0,1,0,1,medium,network_attack,Credential Access,1,Increase monitoring
EVT-005185,2026-02-24 00:00:00,network,10.0.23.73,172.16.106.101,HTTP,https://example-safe.test/download,112,0,0,0,malicious,0.923,dll,2333,4.763,benign,0.0,77,1,3026,32759,4021,normal,0.088,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-005186,2026-02-24 00:15:00,network,10.0.95.28,172.16.111.198,DNS,https://example-safe.test/verify,78,1,0,0,suspicious,0.548,js,32689,2.149,suspicious,0.598,94,3,555,11540,75594,brute_force,0.805,0,0,1,0,1,high,network_attack,Credential Access,1,Block suspicious indicator for analyst review
EVT-005187,2026-02-24 00:30:00,browser,10.0.25.99,172.16.179.14,HTTPS,https://example-safe.test/login,82,0,0,0,phishing,0.883,zip,35169,5.589,benign,0.044,6,1,897,39485,98275,dos,0.917,0,1,1,1,1,critical,possible_data_exfiltration,Initial Access,1,Isolate endpoint and investigate transfer
EVT-005188,2026-02-24 00:45:00,server,10.0.65.194,172.16.251.171,UDP,https://example-safe.test/verify,75,0,0,0,benign,0.059,exe,35563,5.125,suspicious,0.603,107,1,3808,83734,81683,ddos,0.974,0,1,1,1,1,critical,possible_data_exfiltration,Exfiltration,1,Isolate endpoint and investigate transfer
EVT-005189,2026-02-24 01:00:00,email,10.0.207.43,172.16.3.153,TCP,https://example-safe.test/verify,44,0,0,0,suspicious,0.549,exe,31001,3.698,benign,0.022,37,2,3753,9748,71526,normal,0.0,0,0,1,0,0,medium,malicious_url,Discovery,1,Increase monitoring
EVT-005190,2026-02-24 01:15:00,browser,10.0.40.208,172.16.34.198,HTTP,https://example-safe.test/update,83,0,0,0,benign,0.014,exe,33438,6.778,suspicious,0.601,42,5,352,55896,42798,brute_force,0.737,0,0,1,0,1,medium,network_attack,Credential Access,1,Increase monitoring
EVT-005191,2026-02-24 01:30:00,browser,10.0.23.177,172.16.184.232,UDP,https://example-safe.test/update,62,0,0,1,benign,0.03,js,509,6.155,malicious,0.978,111,3,4635,38827,95267,infiltration,0.924,0,1,1,1,1,critical,possible_data_exfiltration,Execution,1,Isolate endpoint and investigate transfer
EVT-005192,2026-02-24 01:45:00,server,10.0.227.8,172.16.193.254,UDP,https://example-safe.test/home,57,0,0,0,malicious,0.959,none,41728,7.834,benign,0.0,26,2,2292,55322,24414,data_exfiltration,0.962,0,0,1,1,1,critical,possible_data_exfiltration,Initial Access,1,Isolate endpoint and investigate transfer
EVT-005193,2026-02-24 02:00:00,endpoint,10.0.128.7,172.16.188.238,DNS,https://example-safe.test/home,78,0,0,0,malicious,0.96,doc,15299,5.007,benign,0.054,24,0,3639,35307,29388,normal,0.07,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-005194,2026-02-24 02:15:00,browser,10.0.21.35,172.16.48.241,TCP,https://example-safe.test/download,58,0,0,1,suspicious,0.52,js,17503,2.407,benign,0.061,101,4,3393,21839,19734,normal,0.025,0,0,1,0,0,medium,malicious_url,Discovery,1,Increase monitoring
EVT-005195,2026-02-24 02:30:00,server,10.0.231.101,172.16.72.209,HTTPS,https://example-safe.test/verify,91,0,0,0,benign,0.066,js,43752,7.571,benign,0.031,59,2,3578,26820,21859,dos,0.905,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-005196,2026-02-24 02:45:00,endpoint,10.0.225.229,172.16.205.147,HTTPS,https://example-safe.test/update,105,0,0,0,malicious,0.937,none,18014,4.749,benign,0.006,106,4,3346,8298,91161,normal,0.074,0,1,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-005197,2026-02-24 03:00:00,endpoint,10.0.99.82,172.16.105.35,UDP,https://example-safe.test/download,101,0,0,0,malicious,1.0,pdf,31006,7.965,malicious,0.982,101,2,363,91316,85327,normal,0.013,0,1,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-005198,2026-02-24 03:15:00,browser,10.0.61.211,172.16.242.97,UDP,https://example-safe.test/verify,59,0,0,0,benign,0.002,pdf,3425,5.017,malicious,0.992,79,1,3293,74660,27464,normal,0.05,0,0,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-005199,2026-02-24 03:30:00,endpoint,10.0.74.196,172.16.109.109,TCP,https://example-safe.test/home,79,0,0,0,benign,0.063,js,1114,4.514,benign,0.012,12,1,1661,78491,46730,botnet,0.906,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-005200,2026-02-24 03:45:00,browser,10.0.158.109,172.16.236.33,UDP,https://example-safe.test/login,97,0,0,0,benign,0.054,zip,11399,2.457,suspicious,0.596,76,3,437,61647,16867,botnet,0.865,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-005201,2026-02-24 04:00:00,browser,10.0.253.225,172.16.170.115,HTTP,https://example-safe.test/update,122,0,0,0,benign,0.046,js,10638,2.745,suspicious,0.575,54,3,261,4286,63610,port_scan,0.719,0,0,1,0,1,medium,network_attack,Credential Access,1,Increase monitoring
EVT-005202,2026-02-24 04:15:00,network,10.0.68.137,172.16.54.39,HTTPS,https://example-safe.test/update,55,0,0,0,suspicious,0.565,pdf,49556,2.678,suspicious,0.584,25,0,720,31141,85495,port_scan,0.69,0,1,1,0,0,medium,network_attack,Credential Access,1,Increase monitoring
EVT-005203,2026-02-24 04:30:00,email,10.0.17.43,172.16.110.192,HTTP,https://example-safe.test/download,77,1,0,0,phishing,0.862,js,41039,5.841,benign,0.039,10,1,4599,47969,787,brute_force,0.795,0,0,1,0,1,medium,network_attack,Initial Access,1,Increase monitoring
EVT-005204,2026-02-24 04:45:00,email,10.0.103.88,172.16.166.38,DNS,https://example-safe.test/download,125,0,0,0,malicious,0.952,dll,32422,5.19,benign,0.063,5,1,3290,16896,49075,normal,0.008,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-005205,2026-02-24 05:00:00,network,10.0.185.103,172.16.73.180,UDP,https://example-safe.test/account,66,0,0,0,suspicious,0.523,pdf,10882,7.916,benign,0.055,33,2,23,39132,48640,brute_force,0.794,0,0,1,0,1,medium,network_attack,Credential Access,1,Increase monitoring
EVT-005206,2026-02-24 05:15:00,browser,10.0.141.185,172.16.112.101,TCP,https://example-safe.test/update,123,0,0,0,benign,0.083,doc,13061,4.605,benign,0.044,99,3,4871,77197,40132,normal,0.022,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-005207,2026-02-24 05:30:00,server,10.0.154.189,172.16.47.126,DNS,https://example-safe.test/account,124,0,0,0,malicious,0.946,doc,37296,2.954,malicious,1.0,92,1,870,3600,72346,port_scan,0.71,0,0,1,0,1,medium,network_attack,Initial Access,1,Increase monitoring
EVT-005208,2026-02-24 05:45:00,endpoint,10.0.62.19,172.16.65.100,DNS,https://example-safe.test/login,122,0,0,0,benign,0.036,none,36879,3.697,malicious,0.928,71,1,3513,50734,29428,normal,0.059,0,0,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-005209,2026-02-24 06:00:00,network,10.0.81.242,172.16.42.102,TCP,https://example-safe.test/update,35,0,0,0,suspicious,0.583,zip,39076,6.808,benign,0.026,14,4,1416,49250,70431,dos,0.887,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-005210,2026-02-24 06:15:00,network,10.0.30.127,172.16.55.59,DNS,https://example-safe.test/account,116,0,0,0,benign,0.007,dll,39633,6.943,benign,0.043,44,3,2987,20975,52720,dos,0.867,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-005211,2026-02-24 06:30:00,network,10.0.218.13,172.16.194.74,HTTP,https://example-safe.test/login,111,1,0,0,suspicious,0.591,zip,13547,2.707,malicious,0.952,119,4,2190,77373,76480,normal,0.027,0,0,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-005212,2026-02-24 06:45:00,network,10.0.177.82,172.16.182.51,DNS,https://example-safe.test/verify,118,0,0,0,benign,0.047,doc,30562,7.912,suspicious,0.595,106,1,98,25253,43739,normal,-0.0,0,0,1,0,0,medium,malware_activity,Discovery,1,Increase monitoring
EVT-005213,2026-02-24 07:00:00,email,10.0.121.213,172.16.151.201,TCP,https://example-safe.test/account,22,0,0,0,benign,0.075,dll,16460,4.114,malicious,0.982,83,0,384,58468,52868,normal,0.0,0,0,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-005214,2026-02-24 07:15:00,browser,10.0.116.226,172.16.139.36,HTTPS,https://example-safe.test/account,118,1,0,1,malicious,0.973,dll,31358,4.149,benign,0.018,35,3,4465,43327,53745,dos,0.919,0,0,1,0,1,high,network_attack,Initial Access,1,Block suspicious indicator for analyst review
EVT-005215,2026-02-24 07:30:00,network,10.0.179.111,172.16.184.42,UDP,https://example-safe.test/download,28,0,0,0,benign,0.001,doc,33109,3.709,suspicious,0.644,84,4,4253,84743,92572,normal,0.067,0,1,1,0,0,medium,malware_activity,Discovery,1,Increase monitoring
EVT-005216,2026-02-24 07:45:00,network,10.0.9.222,172.16.102.99,TCP,https://example-safe.test/login,21,0,0,0,phishing,0.897,doc,39782,6.605,suspicious,0.577,83,1,1997,74853,54055,normal,0.036,0,0,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-005217,2026-02-24 08:00:00,network,10.0.29.93,172.16.128.13,HTTP,https://example-safe.test/download,118,0,0,1,benign,0.023,doc,15483,7.627,malicious,0.942,83,2,4297,71451,89338,dos,0.932,0,1,1,1,1,critical,possible_data_exfiltration,Execution,1,Isolate endpoint and investigate transfer
EVT-005218,2026-02-24 08:15:00,server,10.0.110.211,172.16.211.99,HTTP,https://example-safe.test/account,78,0,0,0,malicious,0.954,doc,11282,6.28,benign,0.068,32,3,989,30442,30596,botnet,0.841,0,0,1,0,1,high,network_attack,Initial Access,1,Block suspicious indicator for analyst review
EVT-005219,2026-02-24 08:30:00,server,10.0.136.108,172.16.52.158,HTTPS,https://example-safe.test/update,92,0,0,0,benign,0.092,zip,14108,2.565,benign,0.07,44,3,1002,39739,34522,normal,0.031,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-005220,2026-02-24 08:45:00,endpoint,10.0.81.204,172.16.210.140,HTTP,https://example-safe.test/verify,29,1,0,1,benign,0.036,zip,20275,6.637,benign,0.032,62,1,36,53301,88742,port_scan,0.742,0,1,1,0,1,medium,network_attack,Credential Access,1,Increase monitoring
EVT-005221,2026-02-24 09:00:00,browser,10.0.15.197,172.16.204.149,TCP,https://example-safe.test/home,66,0,0,0,benign,0.078,exe,8546,6.669,malicious,0.991,72,1,4619,40760,76001,data_exfiltration,1.0,0,0,1,1,1,critical,possible_data_exfiltration,Execution,1,Isolate endpoint and investigate transfer
EVT-005222,2026-02-24 09:15:00,network,10.0.162.180,172.16.140.62,HTTP,https://example-safe.test/login,128,0,0,0,phishing,0.856,pdf,28454,5.9,malicious,0.937,49,1,2415,26675,16821,data_exfiltration,0.972,0,0,1,1,1,critical,possible_data_exfiltration,Initial Access,1,Isolate endpoint and investigate transfer
EVT-005223,2026-02-24 09:30:00,endpoint,10.0.178.195,172.16.120.220,HTTPS,https://example-safe.test/login,45,0,0,0,benign,0.087,exe,10692,3.15,malicious,0.912,91,3,4514,52143,31141,normal,0.019,0,0,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-005224,2026-02-24 09:45:00,endpoint,10.0.5.98,172.16.93.167,HTTPS,https://example-safe.test/verify,107,0,0,1,benign,0.047,js,15904,4.999,malicious,0.985,58,5,3176,6029,8434,botnet,0.853,0,0,1,0,1,high,network_attack,Execution,1,Block suspicious indicator for analyst review
EVT-005225,2026-02-24 10:00:00,browser,10.0.9.216,172.16.233.44,DNS,https://example-safe.test/verify,51,0,0,0,benign,0.061,zip,48687,2.197,benign,0.002,33,4,1928,17282,87404,brute_force,0.77,0,1,1,1,1,critical,possible_data_exfiltration,Credential Access,1,Isolate endpoint and investigate transfer
EVT-005226,2026-02-24 10:15:00,server,10.0.5.155,172.16.243.132,DNS,https://example-safe.test/login,73,0,1,0,benign,0.048,none,15836,3.531,benign,0.04,34,2,4685,3841,2757,data_exfiltration,0.996,0,0,1,1,1,critical,possible_data_exfiltration,Exfiltration,1,Isolate endpoint and investigate transfer
EVT-005227,2026-02-24 10:30:00,browser,10.0.113.117,172.16.159.152,HTTP,https://example-safe.test/login,82,0,0,0,phishing,0.881,exe,761,6.031,benign,0.088,23,5,3564,71261,92410,port_scan,0.7,0,1,1,0,1,medium,network_attack,Initial Access,1,Increase monitoring
EVT-005228,2026-02-24 10:45:00,endpoint,10.0.84.47,172.16.170.123,HTTP,https://example-safe.test/verify,23,0,0,1,suspicious,0.516,none,38936,4.176,benign,0.016,94,2,3015,23383,65040,botnet,0.823,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-005229,2026-02-24 11:00:00,browser,10.0.62.45,172.16.243.177,HTTP,https://example-safe.test/update,50,0,0,1,benign,0.037,js,11900,2.963,malicious,0.928,43,1,1267,49276,54624,botnet,0.878,0,0,1,0,1,high,network_attack,Execution,1,Block suspicious indicator for analyst review
